sep=,
Table Name,Column Name,Data Type Column,Sample Row 1 Value,Sample Row 2 Value,Sample Row 3 Value
d_GL Account,System,String,,,
d_GL Account,GL Account ID,String,,,
d_GL Account,GL Account Full,String,,,
d_GL Account,GL Domain,String,,,
d_GL Account,GL Factor,Integer,,,
d_GL Account,Value Ledger Relevant,String,,,
d_GL Account,Movement GL,String,,,
d_GL Account,Cost price used,String,,,
d_GL Account,Default CC,String,,,
d_GL Account,Default Ctry,String,,,
d_GL Account,Aggregation detail,String,,,
d_GL Account,Initial / Reversal,String,,,
d_GL Account,Statutory / Secondary,String,,,
d_GL Account,GL Account Type,String,,,
z_Today,Today,DateTime,,,
z_Today,Now,DateTime,,,
z_Today,TodayPeriod,Integer,,,
z_Today,TodayYear,Integer,,,
z_Today,TodayFlag,String,,,
s_Scale,Scale,Integer,,,
s_Scale,Scale name,String,,,
dyn_RowLevel_1,dyn_RowLevel_1,String,,,
dyn_RowLevel_1,Use,String,,,
dyn_RowLevel_1,Value5,String,,,
dyn_RowLevel_2,dyn_RowLevel_2,String,,,
dyn_RowLevel_2,Use,String,,,
dyn_RowLevel_2,Value5,String,,,
dyn_RowLevel_3,dyn_RowLevel_3,String,,,
dyn_RowLevel_3,Use,String,,,
dyn_RowLevel_3,Value5,String,,,
dfp_dyn_Column,dyn_Column,String,,,
dfp_dyn_Column,Use,String,,,
dfp_dyn_Column,Value5,String,,,
d_BS_PL_CF,Line,String,,,
dyn_Filter_2,dyn_Filter_2,String,,,
dyn_Filter_2,Value4,String,,,
dyn_Filter_2,Scope,String,,,
dyn_Filter_1,dyn_Filter_1,String,,,
dyn_Filter_1,Value4,String,,,
dyn_Filter_1,Scope,String,,,
dyn_Filter_3,dyn_Filter_3,String,,,
dyn_Filter_3,Value4,String,,,
dyn_Filter_3,Scope,String,,,
dyn_Filter_4,dyn_Filter_4,String,,,
dyn_Filter_4,Value4,String,,,
dyn_Filter_4,Scope,String,,,
s_LevelSelection,Level,Integer,,,
SelectedLevels,Value,Integer,,,
SelectedLevels,Level,Integer,,,
SelectedLevels,SelectedLevels,Integer,,,
d_CostCenter,Cost Center Code,String,,,
d_CostCenter,Dimension Code,String,,,
d_CostCenter,Cost Center ID,String,,,
d_CostCenter,Cost Center Name,String,,,
d_CostCenter,System,String,,,
d_CostCenter,Cost Center Full,String,,,
d_CostCenter,CC DOMAIN,String,,,
d_CostCenter,CC Typology,String,,,
d_CostCenter,CC PC,String,,,
d_CostCenter,Source,String,,,
d_CostCenter,Work Center,String,,,
d_Country,Country Code,String,,,
d_Country,Dimension Code,String,,,
d_Country,Country ID,String,,,
d_Country,Country Name,String,,,
d_Country,System,String,,,
d_Country,Country Full,String,,,
d_Country,CTRY Countryflag,String,,,
d_Country,CTRY Continent,String,,,
d_Country,CTRY DOMAIN,String,,,
d_Country,CTRY Typology,String,,,
d_Country,CTRY PC,String,,,
d_Country,Source,String,,,
d_Period,Year Nr,Integer,,,
d_Period,Month Nr,Integer,,,
d_Period,Year Month Nr,Integer,,,
d_Period,Year Month Seqnr,Integer,,,
d_Period,Month (MMM),String,,,
d_Period,Month Year (MMMYY),String,,,
d_Period,Quarter (QQ),String,,,
d_Period,Quarter Year (QQ YY),String,,,
d_Period,Semester (SS),String,,,
d_Period,Semester Year (SS YY),String,,,
d_Period,Quarter Nr,Integer,,,
d_Period,Semester Nr,Integer,,,
d_Period,Year Quarter Nr,Integer,,,
d_Period,Year Semester Nr,Integer,,,
d_Period,Fiscal Year Nr,Integer,,,
d_Period,Fiscal Month Nr,Integer,,,
d_Period,Fiscal Quarter Nr,Integer,,,
d_Period,Fiscal Semester Nr,Integer,,,
d_Period,Fiscal Year Month Nr,Integer,,,
d_Period,Fiscal Year Month Seqnr,Integer,,,
d_Period,Fiscal Year Quarter Nr,Integer,,,
d_Period,Fiscal Year Semester Nr,Integer,,,
d_Period,Date EOM,DateTime,,,
d_Period,End Date,String,,,
d_Period,Start Date,String,,,
d_Period,Year Quarter Seqnr,Integer,,,
d_Period,Year Semester Seqnr,String,,,
d_Period,Month Year (MMMYY) (inversed sort),String,,,
d_Period,Fiscal Year Quarter Seqnr,Integer,,,
d_Period,PYYE YM Seqnr,String,,,
d_Period,MonthInitialYear,String,,,
s_Decimal2,Decimal,String,,,
s_Decimal2,Nr,Integer,,,
s_Decimalpct2,Decimal,String,,,
s_Decimalpct2,Format,String,,,
s_Decimalpct2,Nr,Integer,,,
s_Scale2,Scale,String,,,
s_Scale2,Nr,Integer,,,
s_Scale2,Display,String,,,
s_Format2,Line Format,String,,,
s_Format2,Decimal Pct,Integer,,,
s_Format2,Scale,Integer,,,
s_Format2,Decimal,Integer,,,
s_Format2,Format,String,,,
d_Profit Center,PC code,String,,,
d_Profit Center,PC Group,String,,,
d_Profit Center,P&L Domain,String,,,
d_Profit Center,PC Group Nr,Integer,,,
d_Profit Center,System,String,,,
f_FINREP,System,String,,,
f_FINREP,GL Account ID,String,,,
f_FINREP,Country ID,String,,,
f_FINREP,Cost Center ID,String,,,
f_FINREP,Posting Period Seqnr,Integer,,,
f_FINREP,P&L Domain,String,,,
f_FINREP,PC code,Boolean,,,
f_FINREP,#Company Code,Integer,,,
f_FINREP,#AB Indicator ID,String,,,
f_FINREP,Document No,String,,,
f_FINREP,Relation ID,String,,,
f_FINREP,GL Typology,String,,,
f_FINREP,PC Typology,String,,,
f_FINREP,Item,String,,,
f_FINREP,Location Code,String,,,
f_FINREP,Posting Date,DateTime,,,
f_FINREP,Scenario ID,String,,,
f_FINREP,Dim 1 key,String,,,
f_FINREP,Dim 2 key,String,,,
f_FINREP,Dim 3 key,String,,,
f_FINREP,Dim 4 key,String,,,
f_FINREP,Dim 5 key,String,,,
f_FINREP,Dim 6 key,String,,,
f_FINREP,Document Currency,String,,,
f_FINREP,Company Code  Currency,String,,,
f_FINREP,Cash Flow Amount,Double,,,
f_FINREP,CF Line,Unknown,,,
f_FINREP,Amount (company code currency),Double,,,
f_FINREP,Amount (document currency),Double,,,
f_FINREP,BS_PL Slot,String,,,
f_FINREP,BS_PL Line,String,,,
s_Period,Year Nr,Integer,,,
s_Period,Month Nr,Integer,,,
s_Period,End Date,DateTime,,,
s_Period,Start Date,DateTime,,,
s_Period,Quarter Nr,Integer,,,
s_Period,Semester Nr,Integer,,,
s_Period,Year Month Nr (inversed),Integer,,,
s_Period,Year Month Seqnr,Integer,,,
s_Period,Year Quarter Nr,Integer,,,
s_Period,Year Quarter Seqnr,Integer,,,
s_Period,Year Semester Nr,Integer,,,
s_Period,Year Semester Seqnr,Integer,,,
s_Period,Month (MMM),String,,,
s_Period,Month Year (MMMYY),String,,,
s_Period,Month Year (MMMYY) (inversed sort),String,,,
s_Period,Quarter (QQ),String,,,
s_Period,Quarter Year (QQ YY),String,,,
s_Period,Semester (SS),String,,,
s_Period,Semester Year (SS YY),String,,,
s_Period,Year Month Nr,Integer,,,
s_Period,Fiscal Year Nr,Integer,,,
s_Period,Fiscal Month Nr,Integer,,,
s_Period,Fiscal Quarter Nr,Integer,,,
s_Period,Fiscal Semester Nr,Integer,,,
s_Period,Fiscal Year Month Nr,Integer,,,
s_Period,Fiscal Year Month Seqnr,Integer,,,
s_Period,Fiscal Year Quarter Nr,Integer,,,
s_Period,Fiscal Year Semester Nr,Integer,,,
s_Period,PYYE YM Seqnr,Integer,,,
s_Period,Full Month,String,,,
s_Period,Month Initial,String,,,
dfp_Report_BS_PL_Levels 1,dfp_Report_BS_PL_Levels MAN,String,,,
dfp_Report_BS_PL_Levels 1,Level,String,,,
d_System,System,String,,,
d_Relation,Country Region,String,,,
d_Relation,Relation Name,String,,,
d_Relation,Relation Code,String,,,
d_Relation,Relation Type,String,,,
d_Relation,System,String,,,
d_Relation,Relation ID,String,,,
d_Relation,Relation Full,String,,,
d_Scenario,Version,String,,,
d_Scenario,VersionShort,String,,,
d_Scenario,Year,Integer,,,
d_Scenario,Version ID,String,,,
d_Scenario,VersionYear,String,,,
d_Scenario,Filter,String,,,
d_Scenario,Exchange Rate Type,String,,,
d_Scenario,Display Label,String,,,
s_Scenario Comparable_Filter,Version,String,,,
s_Scenario Comparable_Filter,VersionShort,String,,,
s_Scenario Comparable_Filter,Filter,String,,,
s_Scenario Comparable_Filter,Logic,String,,,
s_Scenario Comparable_Filter,Exchange Rate Type,String,,,
s_Scenario Comparable_Filter,Label Display,String,,,
s_Scenario Comparable_Filter,YearOffset,Integer,,,
s_Scenario Comparable_Filter,Display Name Long,String,,,
s_Scenario Comparable_Filter,Display for concat title,String,,,
c_Time Intelligence P&L,Name,String,,,
c_Time Intelligence_LxM & Other,Name,String,,,
s_Switch_Calendar_Fiscal,Selection,String,,,
s_TimeCalc,Selection,String,,,
s_TimeCalc,SortID,Integer,,,
s_TimeCalc2,Selection,String,,,
s_TimeCalc2,SortID,Integer,,,
s_TimeCalc3,Selection,String,,,
s_TimeCalc3,SortID,Integer,,,
d_Currency_From,From currency,String,,,
d_Currency_Report,Order,Integer,,,
d_Currency_Report,To-currency,String,,,
d_Currency_Rates,Exchange Rate,Double,,,
d_Currency_Rates,Valid from,DateTime,,,
d_Currency_Rates,To-currency,String,,,
d_Currency_Rates,From currency,String,,,
d_Currency_Rates,Exchange Rate Type,Boolean,,,
d_Currency_Rates,Currency sign,String,,,
s_Scenario Comparable2_Filter,Version,String,,,
s_Scenario Comparable2_Filter,VersionShort,String,,,
s_Scenario Comparable2_Filter,Filter,String,,,
s_Scenario Comparable2_Filter,Logic,String,,,
s_Scenario Comparable2_Filter,Exchange Rate Type,String,,,
s_Scenario Comparable2_Filter,Label Display,String,,,
s_Scenario Comparable2_Filter,YearOffset,Integer,,,
c_Monthly_vs_Cumulative,Name,String,,,
Other_InfoColumns,ID,Integer,,,
Other_InfoColumns,Name,String,,,
Other_InfoColumns,Table,String,,,
Other_InfoColumns,DataType,String,,,
Other_InfoColumns,DataCategory,String,,,
Other_InfoColumns,Description,String,,,
Other_InfoColumns,IsHidden,Boolean,,,
Other_InfoColumns,IsUnique,Boolean,,,
Other_InfoColumns,IsKey,Boolean,,,
Other_InfoColumns,IsNullable,Boolean,,,
Other_InfoColumns,Alignment,String,,,
Other_InfoColumns,SummarizeBy,String,,,
Other_InfoColumns,ColumnStorage,String,,,
Other_InfoColumns,Type,String,,,
Other_InfoColumns,SourceColumn,String,,,
Other_InfoColumns,Expression,String,,,
Other_InfoColumns,FormatString,String,,,
Other_InfoColumns,IsAvailableInMDX,Boolean,,,
Other_InfoColumns,SortByColumn,String,,,
Other_InfoColumns,GroupingBehavior,String,,,
Other_InfoColumns,SourceProviderType,String,,,
Other_InfoColumns,DisplayFolder,String,,,
Other_InfoColumns,AlternateOf,String,,,
Other_InfoColumns,LineageTag,String,,,
Other_InfoMeasures,TableID,Integer,,,
Other_InfoMeasures,TableName,String,,,
Other_InfoMeasures,Table,String,,,
Other_InfoMeasures,Desc,String,,,
Other_InfoMeasures,Expression,String,,,
Other_InfoMeasures,FormatString,String,,,
Other_InfoMeasures,IsHidden,Boolean,,,
Other_InfoMeasures,State,String,,,
Other_InfoMeasures,KPIID,Integer,,,
Other_InfoMeasures,IsSimpleMeasure,Boolean,,,
Other_InfoMeasures,DisplayFolder,String,,,
Other_InfoMeasures,DetailRowsDefinition,String,,,
Other_InfoMeasures,DataCategory,String,,,
Other_InfoMeasures,LineageTag,String,,,
Other_InfoRelations,ID,Integer,,,
Other_InfoRelations,Name,String,,,
Other_InfoRelations,Relationship,String,,,
Other_InfoRelations,Model,String,,,
Other_InfoRelations,IsActive,Boolean,,,
Other_InfoRelations,CrossFilteringBehavior,String,,,
Other_InfoRelations,RelyOnReferentialIntegrity,Boolean,,,
Other_InfoRelations,FromTable,String,,,
Other_InfoRelations,FromColumn,String,,,
Other_InfoRelations,FromCardinality,String,,,
Other_InfoRelations,ToTable,String,,,
Other_InfoRelations,ToColumn,String,,,
Other_InfoRelations,ToCardinality,String,,,
Other_InfoRelations,State,String,,,
Other_InfoRelations,SecurityFilteringBehavior,String,,,
Other_InfoTables,ID,Integer,,,
Other_InfoTables,Name,String,,,
Other_InfoTables,Model,String,,,
Other_InfoTables,DataCategory,String,,,
Other_InfoTables,Description,String,,,
Other_InfoTables,IsHidden,Boolean,,,
Other_InfoTables,StorageMode,String,,,
Other_InfoTables,TableStorage,String,,,
Other_InfoTables,Expression,String,,,
Other_InfoTables,ShowAsVariationOnly,Boolean,,,
Other_InfoTables,IsPrivate,Boolean,,,
Other_InfoTables,CalculationGroupPrecedence,Integer,,,
Other_InfoTables,LineageTag,String,,,
s_PL_Components_Filter,Component,String,,,
s_PL_Components_Filter,Order,Integer,,,
sfp_Reported Amount,sfp_Reported Amount,String,,,
sfp_Reported Amount,P&L Component,String,,,
sfp_Reported Amount,Scenario,String,,,
sfp_Reported Amount,Year,Integer,,,
sfp_Constant Currency,sfp_Constant Currency,String,,,
sfp_Constant Currency,P&L Component,String,,,
sfp_Constant Currency,Scenario,String,,,
sfp_Constant Currency,Year,Integer,,,
sfp_Comparable Amount,sfp_Comparable Amount,String,,,
sfp_Comparable Amount,P&L Component,String,,,
sfp_Comparable Amount,Scenario,String,,,
sfp_Comparable Amount,Year,Integer,,,
sfp_Variance+FX,sfp_Variance+FX,String,,,
sfp_Variance+FX,Currency Type,String,,,
sfp_Variance+FX,Value5,String,,,
sfp_Variance+FX,Component,String,,,
s_Report Currency_Version,Type,String,,,
s_Report Currency_Version,Order,Integer,,,
s_Report Currency_Version,Abbreviation,String,,,
d_DimensionMapping,Dimension Table,String,,,
d_DimensionMapping,Dimension Name,String,,,
d_DimensionMapping,Column ID,String,,,
d_DimensionMapping,Report Name,String,,,
d_DimensionMapping,TableName,String,,,
d_DimensionMapping,TableColumnReference,String,,,
d_DimensionMapping,UniqueFieldID,String,,,
d_DimensionMapping,SlicerKey,Integer,,,
d_DimensionMapping,Group | Dimension,String,,,
d_Dimension 1,Column 1,String,,,
d_Dimension 1,Column 2,String,,,
d_Dimension 1,Column 3,String,,,
d_Dimension 1,Column 4,String,,,
d_Dimension 1,Column 5,String,,,
d_Dimension 1,Column 6,String,,,
d_Dimension 1,Column 7,String,,,
d_Dimension 1,Column 8,String,,,
d_Dimension 1,SlicerKey,String,,,
d_Dimension 2,Column 1,String,,,
d_Dimension 2,Column 2,String,,,
d_Dimension 2,Column 3,String,,,
d_Dimension 2,Column 4,String,,,
d_Dimension 2,Column 5,String,,,
d_Dimension 2,Column 6,String,,,
d_Dimension 2,Column 7,String,,,
d_Dimension 2,Column 8,String,,,
d_Dimension 2,SlicerKey,String,,,
d_Dimension 3,Column 1,String,,,
d_Dimension 3,Column 2,String,,,
d_Dimension 3,Column 3,String,,,
d_Dimension 3,Column 4,String,,,
d_Dimension 3,Column 5,String,,,
d_Dimension 3,Column 6,String,,,
d_Dimension 3,Column 7,String,,,
d_Dimension 3,Column 8,String,,,
d_Dimension 3,SlicerKey,String,,,
d_Dimension 4,Column 1,String,,,
d_Dimension 4,Column 2,String,,,
d_Dimension 4,Column 3,String,,,
d_Dimension 4,Column 4,String,,,
d_Dimension 4,Column 5,String,,,
d_Dimension 4,Column 6,String,,,
d_Dimension 4,Column 7,String,,,
d_Dimension 4,Column 8,String,,,
d_Dimension 4,SlicerKey,String,,,
d_Dimension 5,Column 1,String,,,
d_Dimension 5,Column 2,String,,,
d_Dimension 5,Column 3,String,,,
d_Dimension 5,Column 4,String,,,
d_Dimension 5,Column 5,String,,,
d_Dimension 5,Column 6,String,,,
d_Dimension 5,Column 7,String,,,
d_Dimension 5,Column 8,String,,,
d_Dimension 5,SlicerKey,String,,,
d_Dimension 6,Column 1,String,,,
d_Dimension 6,Column 2,String,,,
d_Dimension 6,Column 3,String,,,
d_Dimension 6,Column 4,String,,,
d_Dimension 6,Column 5,String,,,
d_Dimension 6,Column 6,String,,,
d_Dimension 6,Column 7,String,,,
d_Dimension 6,Column 8,String,,,
d_Dimension 6,SlicerKey,String,,,
sfp_Filter_Dimensions (Customer Based),Parameter,String,,,
sfp_Filter_Dimensions (Customer Based),SlicerKey,Integer,,,
sfp_Filter_Dimensions (Customer Based),DisplayTable,String,,,
sfp_Filter_Dimensions (Customer Based),Group | Dimension,String,,,
s_Currency_Doc vs Company,Type,String,,,
s_Currency_Doc vs Company,Order,Integer,,,
s_Currency_Doc vs Company,Abbreviation,String,,,
s_Growth_Scenario,Growth Scenario,String,,,
s_Growth_Scenario,Explanation,String,,,
s_Growth_Scenario,Sort,Integer,,,
sfp_Comparable Amount 2,sfp_Comparable Amount,String,,,
sfp_Comparable Amount 2,P&L Component,String,,,
sfp_Comparable Amount 2,Scenario,String,,,
sfp_Comparable Amount 2,Year,Integer,,,
sfp_Constant Currency 2,sfp_Constant Currency,String,,,
sfp_Constant Currency 2,P&L Component,String,,,
sfp_Constant Currency 2,Scenario,String,,,
sfp_Constant Currency 2,Year,Integer,,,
sfp_TC1_Variance+FX,sfp_Variance+FX,String,,,
sfp_TC1_Variance+FX,Currency Type,String,,,
sfp_TC1_Variance+FX,Value5,String,,,
sfp_TC1_Variance+FX,Component,String,,,
sfp_Comparable YTD,sfp_Comparable Amount,String,,,
sfp_Comparable YTD,P&L Component,String,,,
sfp_Comparable YTD,Scenario,String,,,
sfp_Comparable YTD,Year,Integer,,,
sfp_Comparable FY,sfp_Comparable Amount,String,,,
sfp_Comparable FY,P&L Component,String,,,
sfp_Comparable FY,Scenario,String,,,
sfp_Comparable FY,Year,Integer,,,
sfp_Comparable YTG,sfp_Comparable Amount,String,,,
sfp_Comparable YTG,P&L Component,String,,,
sfp_Comparable YTG,Scenario,String,,,
sfp_Comparable YTG,Year,Integer,,,
d_Customer,CustomerID,String,,,
d_Customer,CustomerName,String,,,
d_Customer,ContactName,String,,,
d_Customer,Email,String,,,
d_Customer,Phone,String,,,
d_Customer,Address,String,,,
d_Customer,CustomerGroup,String,,,
d_Customer,CreditLimit,Integer,,,
f_Aging_Customer,CustomerID,String,,,
f_Aging_Customer,CustomerName,String,,,
f_Aging_Customer,InvoiceNo,String,,,
f_Aging_Customer,InvoiceDate,DateTime,,,
f_Aging_Customer,DueDate,DateTime,,,
f_Aging_Customer,InvoiceAmount,Double,,,
f_Aging_Customer,31-60 Days,Double,,,
f_Aging_Customer,61-90 Days,Double,,,
f_Aging_Customer,>90 Days,Double,,,
f_Aging_Customer,TotalOutstanding,Double,,,
f_Aging_Customer,AmountPaid,Double,,,
f_Aging_Customer,Invoice Currency,String,,,
f_Aging_Customer,Current,Double,,,
f_Aging_Customer,1-30 Days,Double,,,
f_Aging_Customer,DaysOverdueColumn,Integer,,,
d_Page Access Overview,Page Name,String,,,
d_Page Access Overview,Client ID,Integer,,,
d_Page Access Overview,Access,String,,,
d_Page Access Overview,Client Source System,String,,,
d_Page Access Overview,Source System Access,String,,,
c_AccessPageFilter,Name,String,,,
sfp_TC1_Reported Amount,sfp_Reported Amount,String,,,
sfp_TC1_Reported Amount,P&L Component,String,,,
sfp_TC1_Reported Amount,Scenario,String,,,
sfp_TC1_Reported Amount,Year,Integer,,,
sfp_TC1 Comparable,sfp_Comparable Amount,String,,,
sfp_TC1 Comparable,P&L Component,String,,,
sfp_TC1 Comparable,Scenario,String,,,
sfp_TC1 Comparable,Year,Integer,,,
sfp_Variance+FX 2,sfp_Variance+FX,String,,,
sfp_Variance+FX 2,Currency Type,String,,,
sfp_Variance+FX 2,Value5,String,,,
sfp_Variance+FX 2,Component,String,,,
sfp_TC2_Variance+FX,sfp_Variance+FX,String,,,
sfp_TC2_Variance+FX,Currency Type,String,,,
sfp_TC2_Variance+FX,Value5,String,,,
sfp_TC2_Variance+FX,Component,String,,,
sfp_TC2_Reported Amount,sfp_Reported Amount,String,,,
sfp_TC2_Reported Amount,P&L Component,String,,,
sfp_TC2_Reported Amount,Scenario,String,,,
sfp_TC2_Reported Amount,Year,Integer,,,
sfp_TC2 Comparable,sfp_Comparable Amount,String,,,
sfp_TC2 Comparable,P&L Component,String,,,
sfp_TC2 Comparable,Scenario,String,,,
sfp_TC2 Comparable,Year,Integer,,,
sfp_TC3 Comparable,sfp_Comparable Amount,String,,,
sfp_TC3 Comparable,P&L Component,String,,,
sfp_TC3 Comparable,Scenario,String,,,
sfp_TC3 Comparable,Year,Integer,,,
sfp_TC3_Reported Amount,sfp_Reported Amount,String,,,
sfp_TC3_Reported Amount,P&L Component,String,,,
sfp_TC3_Reported Amount,Scenario,String,,,
sfp_TC3_Reported Amount,Year,Integer,,,
sfp_TC3_Variance+FX,sfp_Variance+FX,String,,,
sfp_TC3_Variance+FX,Currency Type,String,,,
sfp_TC3_Variance+FX,Value5,String,,,
sfp_TC3_Variance+FX,Component,String,,,
c_Time Intelligence BS,Name,String,,,
s_Scenario BS_Comparable,Comparable,String,,,
sfp_BS_Reported,Parameter,String,,,
sfp_BS_Reported,Value4,Integer,,,
sfp_BS_Comparable,Parameter,String,,,
sfp_BS_Comparable,Value4,Integer,,,
sfp_BS_Comparable,Value5,String,,,
d_Vendor,VendorID,String,,,
d_Vendor,VendorName,String,,,
d_Vendor,ContactName,String,,,
d_Vendor,Email,String,,,
d_Vendor,Phone,String,,,
d_Vendor,Address,String,,,
d_Vendor,VendorGroup,String,,,
f_Aging_Vendor,VendorID,String,,,
f_Aging_Vendor,VendorName,String,,,
f_Aging_Vendor,BillNo,String,,,
f_Aging_Vendor,BillDate,DateTime,,,
f_Aging_Vendor,DueDate,DateTime,,,
f_Aging_Vendor,BillAmount,Double,,,
f_Aging_Vendor,AmountPaid,Double,,,
f_Aging_Vendor,Current,Double,,,
f_Aging_Vendor,1-30 Days,Double,,,
f_Aging_Vendor,31-60 Days,Integer,,,
f_Aging_Vendor,61-90 Days,Integer,,,
f_Aging_Vendor,>90 Days,Integer,,,
f_Aging_Vendor,TotalOutstanding,Double,,,
f_Aging_Vendor,Invoice Currency,String,,,
s_Formulas Cash Flow,Formula Header,String,,,
s_Formulas Cash Flow,Formula Element,String,,,
s_Formulas Cash Flow,Level.1,String,,,
s_Formulas Cash Flow,Level.2,String,,,
s_Formulas Cash Flow,Level.3,String,,,
s_Formulas Cash Flow,Level.4,String,,,
s_Formulas Cash Flow,Level.5,String,,,
s_Formulas Cash Flow,Level.6,String,,,
s_Formulas Cash Flow,Level.7,String,,,
s_Formulas Cash Flow,Level.8,String,,,
s_Formulas Cash Flow,Level.9,String,,,
s_Formulas Cash Flow,Operator,String,,,
r_RLS_Country,User,String,,,
r_RLS_Country,Country ID,String,,,
r_RLS_User RLS Role,User,String,,,
r_RLS_User RLS Role,Role,String,,,
r_RLS_User RLS Role,Restricted,Boolean,,,
r_RLS_User App Role,User,String,,,
r_RLS_User App Role,Role,String,,,
r_RLS_User App Role,Restricted,Boolean,,,
r_RLS_Profit Center,User,String,,,
r_RLS_Profit Center,PC Group,String,,,
r_RLS_Cost Center,User,String,,,
r_RLS_Cost Center,CC DOMAIN,String,,,
d_Waterfall,Dim_Scenario Key,String,,,
d_Waterfall,Dim_Comparable Key,String,,,
d_Waterfall,CalculationVersion,String,,,
d_Waterfall,BaseYear,Integer,,,
d_Waterfall,Sort,Integer,,,
d_Waterfall,Version Display Value,String,,,
s_Formulas Combined,Formula Header,String,,,
s_Formulas Combined,Formula Element,String,,,
s_Formulas Combined,Level.1,String,,,
s_Formulas Combined,Level.2,String,,,
s_Formulas Combined,Level.3,String,,,
s_Formulas Combined,Level.4,String,,,
s_Formulas Combined,Level.5,String,,,
s_Formulas Combined,Level.6,String,,,
s_Formulas Combined,Level.7,String,,,
s_Formulas Combined,Level.8,String,,,
s_Formulas Combined,Level.9,String,,,
s_Formulas Combined,Level.10,String,,,
s_Formulas Combined,RowNumberLevel.1,Integer,,,
s_Formulas Combined,RowNumberLevel.2,Integer,,,
s_Formulas Combined,RowNumberLevel.3,Integer,,,
s_Formulas Combined,RowNumberLevel.4,Integer,,,
s_Formulas Combined,RowNumberLevel.5,Integer,,,
s_Formulas Combined,RowNumberLevel.6,Integer,,,
s_Formulas Combined,RowNumberLevel.7,Integer,,,
s_Formulas Combined,RowNumberLevel.8,Integer,,,
s_Formulas Combined,RowNumberLevel.9,Integer,,,
s_Formulas Combined,RowNumberLevel.10,Integer,,,
s_Formulas Combined,Multiplicator,Double,,,
s_Formulas Combined,Operator,String,,,
TestTopBottom,TestTopBottom,String,,,
TopBottom_Ranking Category,Category,String,,,
TopBottom_Ranking Category,Sort,Integer,,,
TopBottom Parameter,TopBottom Parameter,Integer,,,
s_TopOtherBottom Group,Group,String,,,
DimensionSelector,Dimension,String,,,
TestDimensionsTopBottomx,TestDimensionsTopBottomx,String,,,
TestDimensionsTopBottomx,Value4,String,,,
sfp_Filter_Dimensions (base),sfp_Filter_Dimensions (base),String,,,
dfp_Filter_Dimensions (Customer based),Parameter,String,,,
dfp_Filter_Dimensions (Customer based),SlicerKey,Integer,,,
dfp_Filter_Dimensions (Customer based),DisplayTable,String,,,
dfp_Filter_Dimensions (Customer based),Group | Dimension,String,,,
dfp_Filter_Dimensions (base),sfp_Filter_Dimensions (base),String,,,
dfp_Filter_Dimensions 2 (base),sfp_Filter_Dimensions (base),String,,,
dfp_Filter_Dimensions 2 (base),Display Name,String,,,
dfp_Period,dfp_Period,String,,,
dfp_Period,Period,String,,,
sfp_Filter_Dimensions (base) 2,Parameter,String,,,
