sep=,
Table Name,Column Name,Data Type Column,Sample Row 1 Value,Sample Row 2 Value,Sample Row 3 Value
z_Today,TodayYear,Integer,2025,,
z_Today,TodayFlag,String,Yes,,
s_Scale,Scale,Integer,1,,
s_Scale,Scale name,String,None,,
dyn_RowLevel_1,dyn_RowLevel_1,String,Company Name,,
dyn_RowLevel_1,Use,String,BOTH,,
dyn_RowLevel_1,Value5,String,-,,
dyn_RowLevel_2,dyn_RowLevel_2,String,Company Name,,
dyn_RowLevel_2,Use,String,BOTH,,
dyn_RowLevel_2,Value5,String,-,,
dyn_RowLevel_3,dyn_RowLevel_3,String,Company Name,,
dyn_RowLevel_3,Use,String,BOTH,,
dyn_RowLevel_3,Value5,String,-,,
dfp_dyn_Column,dyn_Column,String,Company Name,,
dfp_dyn_Column,Use,String,BOTH,,
dfp_dyn_Column,Value5,String,-,,
d_BS_PL_CF,Line,String,-,,
dyn_Filter_2,dyn_Filter_2,String,Company Name,,
dyn_Filter_2,Value4,String,BOTH,,
dyn_Filter_2,Scope,String,-,,
dyn_Filter_1,dyn_Filter_1,String,Company Name,,
dyn_Filter_1,Value4,String,BOTH,,
dyn_Filter_1,Scope,String,-,,
dyn_Filter_3,dyn_Filter_3,String,Company Name,,
dyn_Filter_3,Value4,String,BOTH,,
dyn_Filter_3,Scope,String,-,,
dyn_Filter_4,dyn_Filter_4,String,Company Name,,
dyn_Filter_4,Value4,String,BOTH,,
dyn_Filter_4,Scope,String,-,,
s_LevelSelection,Level,Integer,1,,
SelectedLevels,Value,Integer,2,,
SelectedLevels,Level,Integer,1,,
SelectedLevels,SelectedLevels,Integer,0,,
d_CostCenter,Cost Center Code,String,99,,
d_CostCenter,Dimension Code,String,COSTCENTER,,
d_CostCenter,Cost Center ID,String,BC|757,,
d_CostCenter,Cost Center Name,String,closing account N/A,,
d_CostCenter,System,String,BC,,
d_CostCenter,Cost Center Full,String,99|closing account N/A,,
d_CostCenter,CC DOMAIN,String,WOCC,,
d_CostCenter,CC Typology,String,EXCL,,
d_CostCenter,CC PC,String,EXCL,,
d_CostCenter,Source,String,XLS,,
d_CostCenter,Work Center,String,-,,
d_Country,Country Code,String,AE,,
d_Country,Dimension Code,String,COUNTRY,,
d_Country,Country ID,String,BC|794,,
d_Country,Country Name,String,United Arab Emirates,,
d_Country,System,String,BC,,
d_Country,Country Full,String,AE|United Arab Emirates,,
d_Country,CTRY Countryflag,String,Yes,,
d_Country,CTRY Continent,String,AS,,
d_Country,CTRY DOMAIN,String,COM,,
d_Country,CTRY Typology,String,COM,,
d_Country,CTRY PC,String,ROW,,
d_Country,Source,String,XLS,,
d_Period,Year Nr,Integer,2023,,
d_Period,Month Nr,Integer,1,,
d_Period,Year Month Nr,Integer,202301,,
d_Period,Year Month Seqnr,Integer,24277,,
d_Period,Month (MMM),String,JAN,,
d_Period,Month Year (MMMYY),String,JAN 23,,
d_Period,Quarter (QQ),String,Q1,,
d_Period,Quarter Year (QQ YY),String,Q1 23,,
d_Period,Semester (SS),String,S1,,
d_Period,Semester Year (SS YY),String,S1 23,,
d_Period,Quarter Nr,Integer,1,,
d_Period,Semester Nr,Integer,1,,
d_Period,Year Quarter Nr,Integer,20231,,
d_Period,Year Semester Nr,Integer,20231,,
d_Period,Fiscal Year Nr,Integer,2022,,
d_Period,Fiscal Month Nr,Integer,7,,
d_Period,Fiscal Quarter Nr,Integer,3,,
d_Period,Fiscal Semester Nr,Integer,2,,
d_Period,Fiscal Year Month Nr,Integer,202207,,
d_Period,Fiscal Year Month Seqnr,Integer,24271,,
d_Period,Fiscal Year Quarter Nr,Integer,20223,,
d_Period,Fiscal Year Semester Nr,Integer,20222,,
d_Period,Date EOM,DateTime,31/01/2023 00:00:00,,
d_Period,End Date,String,31/01/2023,,
d_Period,Start Date,String,01/01/2023,,
d_Period,Year Quarter Seqnr,Integer,8093,,
d_Period,Year Semester Seqnr,String,4047,,
d_Period,Month Year (MMMYY) (inversed sort),String,JAN 23,,
d_Period,Fiscal Year Quarter Seqnr,Integer,8091,,
d_Period,PYYE YM Seqnr,String,24276,,
d_Period,MonthInitialYear,String,J23,,
s_Decimal2,Decimal,String,0,,
s_Decimal2,Nr,Integer,0,,
s_Decimalpct2,Decimal,String,0.%,,
s_Decimalpct2,Format,String,0.%,,
s_Decimalpct2,Nr,Integer,1,,
s_Scale2,Scale,String,None,,
s_Scale2,Nr,Integer,1,,
s_Scale2,Display,String,K,,
s_Format2,Line Format,String,Crcy,,
s_Format2,Decimal Pct,Integer,1,,
s_Format2,Scale,Integer,1,,
s_Format2,Decimal,Integer,0,,
s_Format2,Format,String,"#,##0.",,
d_Profit Center,PC code,String,P2_BELUX,,
d_Profit Center,PC Group,String,P2_BELUX,,
d_Profit Center,P&L Domain,String,Sales,,
d_Profit Center,PC Group Nr,Integer,1,,
d_Profit Center,System,String,BC,,
f_FINREP,System,String,BC,,
f_FINREP,GL Account ID,String,BC|600000,,
f_FINREP,Country ID,String,BC|910,,
f_FINREP,Cost Center ID,String,BC|775,,
f_FINREP,Posting Period Seqnr,Integer,24280,,
f_FINREP,P&L Domain,String,Buying,,
f_FINREP,PC code,String,P4_BUYING,,
f_FINREP,#Company Code,Integer,10000,,
f_FINREP,#AB Indicator ID,String,BUD,,
f_FINREP,Document No,String,2404PIB201,,
f_FINREP,Relation ID,String,BC|S0562,,
f_FINREP,GL Typology,String,60PUR | Purchases,,
f_FINREP,PC Typology,String,BUYING,,
f_FINREP,Item,String,GC113M007S023,,
f_FINREP,Location Code,String,VSB,,
f_FINREP,Posting Date,DateTime,01/04/2023 00:00:00,,
f_FINREP,Scenario ID,String,BUD2023,,
f_FINREP,Dim 1 key,String,PRJ002,,
f_FINREP,Dim 2 key,String,DEP004,,
f_FINREP,Dim 3 key,String,LOC001,,
f_FINREP,Dim 4 key,String,EMP004,,
f_FINREP,Dim 5 key,String,CUST001,,
f_FINREP,Dim 6 key,String,PROD003,,
f_FINREP,Document Currency,String,USD,,
f_FINREP,Company Code  Currency,String,EUR,,
f_FINREP,Cash Flow Amount,Double,-568.1984,,
f_FINREP,CF Line,Unknown,,,
f_FINREP,Amount (company code currency),Double,-568.1984,,
f_FINREP,Amount (document currency),Double,-609.313236224,,
f_FINREP,BS_PL Slot,String,Report Line 4,,
f_FINREP,BS_PL Line,String,[P5_SCoS] Standard cost of sales (stat),,
s_Period,Year Nr,Integer,2023,,
s_Period,Month Nr,Integer,1,,
s_Period,End Date,DateTime,31/01/2023 00:00:00,,
s_Period,Start Date,DateTime,01/01/2023 00:00:00,,
s_Period,Quarter Nr,Integer,1,,
s_Period,Semester Nr,Integer,1,,
s_Period,Year Month Nr (inversed),Integer,-202301,,
s_Period,Year Month Seqnr,Integer,24277,,
s_Period,Year Quarter Nr,Integer,20231,,
s_Period,Year Quarter Seqnr,Integer,8093,,
s_Period,Year Semester Nr,Integer,20231,,
s_Period,Year Semester Seqnr,Integer,4047,,
s_Period,Month (MMM),String,JAN,,
s_Period,Month Year (MMMYY),String,JAN 23,,
s_Period,Month Year (MMMYY) (inversed sort),String,JAN 23,,
s_Period,Quarter (QQ),String,Q1,,
s_Period,Quarter Year (QQ YY),String,Q1 23,,
s_Period,Semester (SS),String,S1,,
s_Period,Semester Year (SS YY),String,S1 23,,
s_Period,Year Month Nr,Integer,202301,,
s_Period,Fiscal Year Nr,Integer,2022,,
s_Period,Fiscal Month Nr,Integer,7,,
s_Period,Fiscal Quarter Nr,Integer,3,,
s_Period,Fiscal Semester Nr,Integer,2,,
s_Period,Fiscal Year Month Nr,Integer,202207,,
s_Period,Fiscal Year Month Seqnr,Integer,24271,,
s_Period,Fiscal Year Quarter Nr,Integer,20223,,
s_Period,Fiscal Year Semester Nr,Integer,20222,,
s_Period,PYYE YM Seqnr,Integer,24276,,
s_Period,Full Month,String,January,,
s_Period,Month Initial,String,J,,
dfp_Report_BS_PL_Levels 1,dfp_Report_BS_PL_Levels MAN,String,Level.2,,
dfp_Report_BS_PL_Levels 1,Level,String,2,,
d_System,System,String,NAV,,
d_Relation,Country Region,String,BE,,
d_Relation,Relation Name,String,BANK CARD COMPANY,,
d_Relation,Relation Code,String,S0009,,
d_Relation,Relation Type,String,0,,
d_Relation,System,String,NAV,,
d_Relation,Relation ID,String,NAV|S0009,,
d_Relation,Relation Full,String,S0009|BANK CARD COMPANY,,
d_Scenario,Version,String,FLEX66,,
d_Scenario,VersionShort,String,F66,,
d_Scenario,Year,Integer,2024,,
d_Scenario,Version ID,String,F662024,,
d_Scenario,VersionYear,String,FLEX66 2024,,
d_Scenario,Filter,String,Scenario,,
d_Scenario,Exchange Rate Type,String,F66,,
d_Scenario,Display Label,String,F66 2024,,
s_Scenario Comparable_Filter,Version,String,ACTUAL CY,,
s_Scenario Comparable_Filter,VersionShort,String,ACT,,
s_Scenario Comparable_Filter,Filter,String,Scenario,,
s_Scenario Comparable_Filter,Logic,String,CY,,
s_Scenario Comparable_Filter,Exchange Rate Type,String,ACT01,,
s_Scenario Comparable_Filter,Label Display,String,ACT CY,,
s_Scenario Comparable_Filter,YearOffset,Integer,0,,
s_Scenario Comparable_Filter,Display Name Long,String,This Year's Actuals,,
s_Scenario Comparable_Filter,Display for concat title,String,This Year's Actuals,,
c_Time Intelligence P&L,Name,String,MTD,,
c_Time Intelligence_LxM & Other,Name,String,HTD,,
s_Switch_Calendar_Fiscal,Selection,String,Fiscal,,
s_TimeCalc,Selection,String,MTD,,
s_TimeCalc,SortID,Integer,1,,
s_TimeCalc2,Selection,String,MTD,,
s_TimeCalc2,SortID,Integer,1,,
s_TimeCalc3,Selection,String,MTD,,
s_TimeCalc3,SortID,Integer,1,,
d_Currency_From,From currency,String,CNY,,
d_Currency_Report,Order,Integer,-3,,
d_Currency_Report,To-currency,String,USD,,
d_Currency_Rates,Exchange Rate,Double,1.0,,
d_Currency_Rates,Valid from,DateTime,31/12/2025 00:00:00,,
d_Currency_Rates,To-currency,String,LC,,
d_Currency_Rates,From currency,String,ARS,,
d_Currency_Rates,Exchange Rate Type,String,ACT01,,
d_Currency_Rates,Currency sign,String,LC,,
s_Scenario Comparable2_Filter,Version,String,ACTUAL CY,,
s_Scenario Comparable2_Filter,VersionShort,String,ACT,,
s_Scenario Comparable2_Filter,Filter,String,Scenario,,
s_Scenario Comparable2_Filter,Logic,String,CY,,
s_Scenario Comparable2_Filter,Exchange Rate Type,String,ACT01,,
s_Scenario Comparable2_Filter,Label Display,String,ACT CY,,
s_Scenario Comparable2_Filter,YearOffset,Integer,0,,
c_Monthly_vs_Cumulative,Name,String,Base,,
Other_InfoColumns,ID,Integer,481,,
Other_InfoColumns,Name,String,Company Code|Name,,
Other_InfoColumns,Table,String,d_Company,,
Other_InfoColumns,DataType,String,Text,,
Other_InfoColumns,DataCategory,String,Regular,,
Other_InfoColumns,Description,String,,,
Other_InfoColumns,IsHidden,Boolean,False,,
Other_InfoColumns,IsUnique,Boolean,False,,
Other_InfoColumns,IsKey,Boolean,False,,
Other_InfoColumns,IsNullable,Boolean,True,,
Other_InfoColumns,Alignment,String,Default,,
Other_InfoColumns,SummarizeBy,String,None,,
Other_InfoColumns,ColumnStorage,String,,,
Other_InfoColumns,Type,String,Data,,
Other_InfoColumns,SourceColumn,String,Company Code|Name,,
Other_InfoColumns,Expression,String,"IF( SelectedLevels[Value] <= RELATED(s_LevelSelection[Level]) ,SelectedLevels[Value] , 0)",,
Other_InfoColumns,FormatString,String,Long Date,,
Other_InfoColumns,IsAvailableInMDX,Boolean,True,,
Other_InfoColumns,SortByColumn,String,MonthSortnr,,
Other_InfoColumns,GroupingBehavior,String,GroupOnValue,,
Other_InfoColumns,SourceProviderType,String,,,
Other_InfoColumns,DisplayFolder,String,,,
Other_InfoColumns,AlternateOf,String,,,
Other_InfoColumns,LineageTag,String,cc8a5e1a-3869-4f5d-9538-8d3b71b45c65,,
Other_InfoMeasures,TableID,Integer,1319,,
Other_InfoMeasures,TableName,String,PL-AMT-TC0 Reported,,
Other_InfoMeasures,Table,String,m_Measures,,
Other_InfoMeasures,Desc,String,Returns the latest year and month (Perrigo Period logic) from the Dim_Date Filter table based on the current filter context.,,
Other_InfoMeasures,Expression,String,[PL-AMT-BASE Scenario],,
Other_InfoMeasures,FormatString,String,"VAR vLineformat = SELECTEDVALUE(s_ReportLines[Number Format])
VAR vScale =  SELECTEDVALUE(s_Scale2[Nr])
VAR vDecimal =  SELECTEDVALUE(s_Decimal2[Nr])
VAR vDecimalPct =  SELECTEDVALUE(s_Decimalpct2[Nr])
VAR vResult = CALCULATE(SELECTEDVALUE(s_Format2[Format]),
s_Format2[Line Format] = vLineformat,
s_Format2[Scale] = vScale, 
s_Format2[Decimal] = vDecimal,
s_Format2[Decimal Pct] = vDecimalPct)
RETURN
vResult",,
Other_InfoMeasures,IsHidden,Boolean,False,,
Other_InfoMeasures,State,String,Valid,,
Other_InfoMeasures,KPIID,Integer,,,
Other_InfoMeasures,IsSimpleMeasure,Boolean,False,,
Other_InfoMeasures,DisplayFolder,String,Financial Model\1.2 Profit & Loss\1.2.1 P&L Base,,
Other_InfoMeasures,DetailRowsDefinition,String,,,
Other_InfoMeasures,DataCategory,String,,,
Other_InfoMeasures,LineageTag,String,e75d7a32-453f-4797-9acd-1c9c768bf07f,,
Other_InfoRelations,ID,Integer,343,,
Other_InfoRelations,Name,String,a27f64ca-eaa3-49d2-aea3-0f67ba4d614f,,
Other_InfoRelations,Relationship,String,'SelectedLevels'[Level] *[<-]1 's_LevelSelection'[Level],,
Other_InfoRelations,Model,String,d0097517-9c47-487c-854e-0e9fee5b2f50,,
Other_InfoRelations,IsActive,Boolean,True,,
Other_InfoRelations,CrossFilteringBehavior,String,OneDirection,,
Other_InfoRelations,RelyOnReferentialIntegrity,Boolean,False,,
Other_InfoRelations,FromTable,String,SelectedLevels,,
Other_InfoRelations,FromColumn,String,Level,,
Other_InfoRelations,FromCardinality,String,Many,,
Other_InfoRelations,ToTable,String,s_LevelSelection,,
Other_InfoRelations,ToColumn,String,Level,,
Other_InfoRelations,ToCardinality,String,One,,
Other_InfoRelations,State,String,,,
Other_InfoRelations,SecurityFilteringBehavior,String,Single,,
Other_InfoTables,ID,Integer,10,,
Other_InfoTables,Name,String,d_Company,,
Other_InfoTables,Model,String,d0097517-9c47-487c-854e-0e9fee5b2f50,,
Other_InfoTables,DataCategory,String,Regular,,
Other_InfoTables,Description,String,,,
Other_InfoTables,IsHidden,Boolean,False,,
Other_InfoTables,StorageMode,String,Import,,
Other_InfoTables,TableStorage,String,,,
Other_InfoTables,Expression,String,"{
    (""Company Name"", NAMEOF('d_Company'[Company Name]), 1, ""BOTH"", ""-""),
    (""Managerial P&L line"", NAMEOF('d_BS_PL_CF'[Line]), 2, ""BOTH"", ""-""),
    (""Statutory P&L line"", NAMEOF('d_BS_PL_CF'[Line]), 3, ""BOTH"", ""-""),
    (""Report line"", NAMEOF(s_ReportLines[Line Name (Indent)]), 4, ""BOTH"", ""-""),
    (""GL Account"", NAMEOF('d_GL Account'[GL Account Full]), 6, ""BOTH"", ""-""),
    (""Cost Center"", NAMEOF(d_CostCenter[Cost Center Full]), 8, ""BOTH"", ""-""),
    (""Country"", NAMEOF(d_Country[Country Full]), 9, ""BOTH"", ""-""),
    (""Profit Center"", NAMEOF('d_Profit Center'[PC code]), 10, ""BOTH"", ""-""),
    (""Profit Center Group"", NAMEOF('d_Profit Center'[PC Group]), 11, ""BOTH"", ""-""),
    (""Customer / Vendor"", NAMEOF(d_Relation[Relation Full]), 12, ""BOTH"", ""-""),
    (""P&L Domain"", NAMEOF('d_Profit Center'[P&L Domain]), 13, ""BOTH"", ""-""),
    (""Month"", NAMEOF(d_Period[Month (MMM)]), 14, ""BOTH"", ""-""),
    (""Quarter"", NAMEOF(d_Period[Quarter (QQ)]), 15, ""BOTH"", ""-""),
    (""Semester"", NAMEOF(d_Period[Semester (SS)]), 16, ""BOTH"", ""-""),
    (""Month Year"", NAMEOF(d_Period[Month Year (MMMYY)]), 17, ""BOTH"", ""-""),
    (""Quarter Year"", NAMEOF(d_Period[Quarter Year (QQ YY)]), 18, ""BOTH"", ""-""),
    (""Semester Year"", NAMEOF(d_Period[Semester Year (SS YY)]), 19, ""BOTH"", ""-""),
    (""Year"", NAMEOF(d_Period[Year Nr]), 20, ""BOTH"", ""-"")
}",,
Other_InfoTables,ShowAsVariationOnly,Boolean,False,,
Other_InfoTables,IsPrivate,Boolean,False,,
Other_InfoTables,CalculationGroupPrecedence,Integer,10,,
Other_InfoTables,LineageTag,String,1e2b62d6-2e74-4785-aff6-76475222a682,,
s_PL_Components_Filter,Component,String,Reported,,
s_PL_Components_Filter,Order,Integer,0,,
sfp_Reported Amount,sfp_Reported Amount,String,ACTUAL 2025 Reported,,
sfp_Reported Amount,P&L Component,String,Reported,,
sfp_Reported Amount,Scenario,String,ACTUAL,,
sfp_Reported Amount,Year,Integer,2025,,
sfp_Constant Currency,sfp_Constant Currency,String,ACTUAL 2025 Constant Currency,,
sfp_Constant Currency,P&L Component,String,Constant Currency,,
sfp_Constant Currency,Scenario,String,ACTUAL,,
sfp_Constant Currency,Year,Integer,2025,,
sfp_Comparable Amount,sfp_Comparable Amount,String,ACTUAL 2025,,
sfp_Comparable Amount,P&L Component,String,Comparable,,
sfp_Comparable Amount,Scenario,String,ACTUAL CY,,
sfp_Comparable Amount,Year,Integer,2025,,
sfp_Variance+FX,sfp_Variance+FX,String,Δ Reported,,
sfp_Variance+FX,Currency Type,String,Reported,,
sfp_Variance+FX,Value5,String,Blank Space,,
sfp_Variance+FX,Component,String,Variance,,
s_Report Currency_Version,Type,String,Constant Currency,,
s_Report Currency_Version,Order,Integer,1,,
s_Report Currency_Version,Abbreviation,String,CC,,
d_DimensionMapping,Dimension Table,String,Dimension 1,,
d_DimensionMapping,Dimension Name,String,Project,,
d_DimensionMapping,Column ID,String,Column 1,,
d_DimensionMapping,Report Name,String,Project Code,,
d_DimensionMapping,TableName,String,Dimension 1,,
d_DimensionMapping,TableColumnReference,String,'Dimension 1'[Column 1],,
d_DimensionMapping,UniqueFieldID,String,Dimension 1 Column 1,,
d_DimensionMapping,SlicerKey,Integer,1,,
d_DimensionMapping,Group | Dimension,String,Project | Project Code,,
d_Dimension 1,Column 1,String,PRJ001,,
d_Dimension 1,Column 2,String,Website Redesign,,
d_Dimension 1,Column 3,String,Alice Smith,,
d_Dimension 1,Column 4,String,2025-01-15,,
d_Dimension 1,Column 5,String,2025-06-30,,
d_Dimension 1,Column 6,String,"$50,000",,
d_Dimension 1,Column 7,String,In Progress,,
d_Dimension 1,Column 8,String,Acme Corp,,
d_Dimension 1,SlicerKey,String,1,,
d_Dimension 2,Column 1,String,DEP001,,
d_Dimension 2,Column 2,String,Marketing,,
d_Dimension 2,Column 3,String,CC101,,
d_Dimension 2,Column 4,String,12,,
d_Dimension 2,Column 5,String,Alice Smith,,
d_Dimension 2,Column 6,String,North America,,
d_Dimension 2,Column 7,String,"$200,000",,
d_Dimension 2,Column 8,String,"$1,000,000",,
d_Dimension 2,SlicerKey,String,2,,
d_Dimension 3,Column 1,String,LOC001,,
d_Dimension 3,Column 2,String,Downtown HQ,,
d_Dimension 3,Column 3,String,New York,,
d_Dimension 3,Column 4,String,USA,,
d_Dimension 3,Column 5,String,"$25,000",,
d_Dimension 3,Column 6,String,"10,000",,
d_Dimension 3,Column 7,String,85%,,
d_Dimension 3,Column 8,String,Office,,
d_Dimension 3,SlicerKey,String,3,,
d_Dimension 4,Column 1,String,EMP001,,
d_Dimension 4,Column 2,String,John Doe,,
d_Dimension 4,Column 3,String,Marketing Manager,,
d_Dimension 4,Column 4,String,2023-06-15,,
d_Dimension 4,Column 5,String,"$85,000",,
d_Dimension 4,Column 6,String,DEP001,,
d_Dimension 4,Column 7,String,Full-Time,,
d_Dimension 4,Column 8,String,Exceeds,,
d_Dimension 4,SlicerKey,String,4,,
d_Dimension 5,Column 1,String,CUST001,,
d_Dimension 5,Column 2,String,Acme Corp,,
d_Dimension 5,Column 3,String,Manufacturing,,
d_Dimension 5,Column 4,String,North America,,
d_Dimension 5,Column 5,String,"$100,000",,
d_Dimension 5,Column 6,String,Alice Smith,,
d_Dimension 5,Column 7,String,"$5,000,000",,
d_Dimension 5,Column 8,String,Active,,
d_Dimension 5,SlicerKey,String,5,,
d_Dimension 6,Column 1,String,PROD001,,
d_Dimension 6,Column 2,String,Wireless Mouse,,
d_Dimension 6,Column 3,String,Electronics,,
d_Dimension 6,Column 4,String,$25.00,,
d_Dimension 6,Column 5,String,$15.00,,
d_Dimension 6,Column 6,String,TechTrend Inc.,,
d_Dimension 6,Column 7,String,150,,
d_Dimension 6,Column 8,String,Active,,
d_Dimension 6,SlicerKey,String,6,,
sfp_Filter_Dimensions (Customer Based),Parameter,String,Project Code,,
sfp_Filter_Dimensions (Customer Based),SlicerKey,Integer,1,,
sfp_Filter_Dimensions (Customer Based),DisplayTable,String,Project,,
sfp_Filter_Dimensions (Customer Based),Group | Dimension,String,Project | Project Code,,
s_Currency_Doc vs Company,Type,String,Document Currency,,
s_Currency_Doc vs Company,Order,Integer,1,,
s_Currency_Doc vs Company,Abbreviation,String,Doc. Curr.,,
s_Growth_Scenario,Growth Scenario,String,YTG,,
s_Growth_Scenario,Explanation,String,"Taking the remaining year-to-go amounts for Budget or Prior Year and adding this to Actuals YTD, we show where we would land FY.",,
s_Growth_Scenario,Sort,Integer,1,,
sfp_Comparable Amount 2,sfp_Comparable Amount,String,ACTUAL 2025,,
sfp_Comparable Amount 2,P&L Component,String,Comparable,,
sfp_Comparable Amount 2,Scenario,String,ACTUAL CY,,
sfp_Comparable Amount 2,Year,Integer,2025,,
sfp_Constant Currency 2,sfp_Constant Currency,String,ACTUAL 2025 Constant Currency,,
sfp_Constant Currency 2,P&L Component,String,Constant Currency,,
sfp_Constant Currency 2,Scenario,String,ACTUAL,,
sfp_Constant Currency 2,Year,Integer,2025,,
sfp_TC1_Variance+FX,sfp_Variance+FX,String,Δ GC,,
sfp_TC1_Variance+FX,Currency Type,String,Reported,,
sfp_TC1_Variance+FX,Value5,String,Blank Space,,
sfp_TC1_Variance+FX,Component,String,Variance,,
sfp_Comparable YTD,sfp_Comparable Amount,String,ACTUAL 2025,,
sfp_Comparable YTD,P&L Component,String,Comparable,,
sfp_Comparable YTD,Scenario,String,ACTUAL CY,,
sfp_Comparable YTD,Year,Integer,2025,,
sfp_Comparable FY,sfp_Comparable Amount,String,ACTUAL 2025,,
sfp_Comparable FY,P&L Component,String,Comparable,,
sfp_Comparable FY,Scenario,String,ACTUAL CY,,
sfp_Comparable FY,Year,Integer,2025,,
sfp_Comparable YTG,sfp_Comparable Amount,String,ACTUAL 2025,,
sfp_Comparable YTG,P&L Component,String,Comparable,,
sfp_Comparable YTG,Scenario,String,ACTUAL CY,,
sfp_Comparable YTG,Year,Integer,2025,,
d_Customer,CustomerID,String,C001,,
d_Customer,CustomerName,String,Company1,,
d_Customer,ContactName,String,Contact1,,
d_Customer,Email,String,contact1@company1.com,,
d_Customer,Phone,String,555-0001,,
d_Customer,Address,String,"100 Street, Chicago, IL",,
d_Customer,CustomerGroup,String,Wholesaler,,
d_Customer,CreditLimit,Integer,393786,,
f_Aging_Customer,CustomerID,String,C068,,
f_Aging_Customer,CustomerName,String,Company68,,
f_Aging_Customer,InvoiceNo,String,INV1072,,
f_Aging_Customer,InvoiceDate,DateTime,01/05/2025 00:00:00,,
f_Aging_Customer,DueDate,DateTime,08/06/2025 00:00:00,,
f_Aging_Customer,InvoiceAmount,Double,23665.08,,
f_Aging_Customer,31-60 Days,Double,8431.68,,
f_Aging_Customer,61-90 Days,Double,6035.19,,
f_Aging_Customer,>90 Days,Double,2273.31,,
f_Aging_Customer,TotalOutstanding,Double,23665.08,,
f_Aging_Customer,AmountPaid,Double,444.37,,
f_Aging_Customer,Invoice Currency,String,GBP,,
f_Aging_Customer,Current,Double,11741.73,,
f_Aging_Customer,1-30 Days,Double,23665.08,,
f_Aging_Customer,DaysOverdueColumn,Integer,122,,
d_Page Access Overview,Page Name,String,Profit & Loss,,
d_Page Access Overview,Client ID,Integer,1,,
