sep=,
Table Name,Column Name,Data Type Column,Sample Row 1 Value,Sample Row 2 Value,Sample Row 3 Value
d_GL Account,GL Account ID,String,NAV|300000,NAV|300010,NAV|300100
d_GL Account,GL Account Full,String,300000|Grondstoffen Vestiging BASIS,300010|Grondstoffen (Interim) Vestiging BASIS,300100|Raw materials Loom Indoor
d_GL Account,GL Domain,String,,,
d_GL Account,GL Factor,Integer,-1,-1,-1
d_GL Account,Value Ledger Relevant,String,NO,NO,NO
d_GL Account,Movement GL,String,,,
d_GL Account,Cost price used,String,,,
d_GL Account,Default CC,String,,,
d_GL Account,Default Ctry,String,,,
d_GL Account,Aggregation detail,String,,,
d_GL Account,Initial / Reversal,String,,,
d_GL Account,Statutory / Secondary,String,STAT,STAT,STAT
d_GL Account,GL Account Type,String,B,B,B
z_Today,Today,DateTime,29/08/2025 00:00:00,,
z_Today,Now,DateTime,29/08/2025 16:50:13,,
z_Today,TodayPeriod,Integer,8,,
z_Today,TodayYear,Integer,2025,,
z_Today,TodayFlag,String,Yes,,
s_Scale,Scale,Integer,1,1000,1000000
s_Scale,Scale name,String,None,Thousands,Millions
dyn_RowLevel_1,dyn_RowLevel_1,String,Company Name,Managerial P&L line,Statutory P&L line
dyn_RowLevel_1,Use,String,BOTH,BOTH,BOTH
dyn_RowLevel_1,Value5,String,-,-,-
dyn_RowLevel_2,dyn_RowLevel_2,String,Company Name,Managerial P&L line,Statutory P&L line
dyn_RowLevel_2,Use,String,BOTH,BOTH,BOTH
dyn_RowLevel_2,Value5,String,-,-,-
dyn_RowLevel_3,dyn_RowLevel_3,String,Company Name,Managerial P&L line,Statutory P&L line
dyn_RowLevel_3,Use,String,BOTH,BOTH,BOTH
dyn_RowLevel_3,Value5,String,-,-,-
dfp_dyn_Column,dyn_Column,String,Company Name,Managerial P&L line,Statutory P&L line
dfp_dyn_Column,Use,String,BOTH,BOTH,BOTH
dfp_dyn_Column,Value5,String,-,-,-
d_BS_PL_CF,Line,String,-,ASSETS,Accruals assets
dyn_Filter_2,dyn_Filter_2,String,Company Name,Managerial P&L line,Statutory P&L line
dyn_Filter_2,Value4,String,BOTH,BOTH,BOTH
dyn_Filter_2,Scope,String,-,-,-
dyn_Filter_1,dyn_Filter_1,String,Company Name,Managerial P&L line,Statutory P&L line
dyn_Filter_1,Value4,String,BOTH,BOTH,BOTH
dyn_Filter_1,Scope,String,-,-,-
dyn_Filter_3,dyn_Filter_3,String,Company Name,Managerial P&L line,Statutory P&L line
dyn_Filter_3,Value4,String,BOTH,BOTH,BOTH
dyn_Filter_3,Scope,String,-,-,-
dyn_Filter_4,dyn_Filter_4,String,Company Name,Managerial P&L line,Statutory P&L line
dyn_Filter_4,Value4,String,BOTH,BOTH,BOTH
dyn_Filter_4,Scope,String,-,-,-
s_LevelSelection,Level,Integer,1,2,3
SelectedLevels,Value,Integer,2,3,4
SelectedLevels,Level,Integer,1,1,1
SelectedLevels,SelectedLevels,Integer,0,0,0
d_CostCenter,Cost Center Code,String,99,999YD,AC100
d_CostCenter,Dimension Code,String,COSTCENTER,COSTCENTER,COSTCENTER
d_CostCenter,Cost Center ID,String,BC|757,BC|758,BC|759
d_CostCenter,Cost Center Name,String,closing account N/A,year end closing,to be invoiced to VSI
d_CostCenter,System,String,BC,BC,BC
d_CostCenter,Cost Center Full,String,99|closing account N/A,999YD|year end closing,AC100|to be invoiced to VSI
d_CostCenter,CC DOMAIN,String,WOCC,YEC,NON-OP
d_CostCenter,CC Typology,String,EXCL,YEC,NON-OP ICY
d_CostCenter,CC PC,String,EXCL,YEC,NON-OP
d_CostCenter,Source,String,XLS,XLS,XLS
d_CostCenter,Work Center,String,-,-,-
d_Country,Country Code,String,AE,AG,AI
d_Country,Dimension Code,String,COUNTRY,COUNTRY,COUNTRY
d_Country,Country ID,String,BC|794,BC|795,BC|796
d_Country,Country Name,String,United Arab Emirates,Antigua and Barbuda,Anguilla
d_Country,System,String,BC,BC,BC
d_Country,Country Full,String,AE|United Arab Emirates,AG|Antigua and Barbuda,AI|Anguilla
d_Country,CTRY Countryflag,String,Yes,Yes,Yes
d_Country,CTRY Continent,String,AS,NA,NA
d_Country,CTRY DOMAIN,String,COM,COM,COM
d_Country,CTRY Typology,String,COM,COM,COM
d_Country,CTRY PC,String,ROW,ROW,ROW
d_Country,Source,String,XLS,XLS,XLS
d_Period,Year Nr,Integer,2023,2023,2023
d_Period,Month Nr,Integer,1,2,3
d_Period,Year Month Nr,Integer,202301,202302,202303
d_Period,Year Month Seqnr,Integer,24277,24278,24279
d_Period,Month (MMM),String,JAN,FEB,MAR
d_Period,Month Year (MMMYY),String,JAN 23,FEB 23,MAR 23
d_Period,Quarter (QQ),String,Q1,Q1,Q1
d_Period,Quarter Year (QQ YY),String,Q1 23,Q1 23,Q1 23
d_Period,Semester (SS),String,S1,S1,S1
d_Period,Semester Year (SS YY),String,S1 23,S1 23,S1 23
d_Period,Quarter Nr,Integer,1,1,1
d_Period,Semester Nr,Integer,1,1,1
d_Period,Year Quarter Nr,Integer,20231,20231,20231
d_Period,Year Semester Nr,Integer,20231,20231,20231
d_Period,Fiscal Year Nr,Integer,2022,2022,2022
d_Period,Fiscal Month Nr,Integer,7,8,9
d_Period,Fiscal Quarter Nr,Integer,3,3,3
d_Period,Fiscal Semester Nr,Integer,2,2,2
d_Period,Fiscal Year Month Nr,Integer,202207,202208,202209
d_Period,Fiscal Year Month Seqnr,Integer,24271,24272,24273
d_Period,Fiscal Year Quarter Nr,Integer,20223,20223,20223
d_Period,Fiscal Year Semester Nr,Integer,20222,20222,20222
d_Period,Date EOM,DateTime,31/01/2023 00:00:00,28/02/2023 00:00:00,31/03/2023 00:00:00
d_Period,End Date,String,31/01/2023,28/02/2023,31/03/2023
d_Period,Start Date,String,01/01/2023,01/02/2023,01/03/2023
d_Period,Year Quarter Seqnr,Integer,8093,8093,8093
d_Period,Year Semester Seqnr,String,4047,4047,4047
d_Period,Month Year (MMMYY) (inversed sort),String,JAN 23,FEB 23,MAR 23
d_Period,Fiscal Year Quarter Seqnr,Integer,8091,8091,8091
d_Period,PYYE YM Seqnr,String,24276,24276,24276
d_Period,MonthInitialYear,String,J23,F23,M23
s_Decimal2,Decimal,String,0,0.0,0.00
s_Decimal2,Nr,Integer,0,1,2
s_Decimalpct2,Decimal,String,0.%,0.0%,0.00%
s_Decimalpct2,Format,String,0.%,0.0%,0.00%
s_Decimalpct2,Nr,Integer,1,2,3
s_Scale2,Scale,String,None,K,M
s_Scale2,Nr,Integer,1,2,3
s_Scale2,Display,String,,K,Mn
s_Format2,Line Format,String,Crcy,Crcy,Crcy
s_Format2,Decimal Pct,Integer,1,1,1
s_Format2,Scale,Integer,1,1,1
s_Format2,Decimal,Integer,0,1,2
s_Format2,Format,String,"#,##0.","#,##0.0","#,##0.00"
d_Profit Center,PC code,String,P2_BELUX,P2_DE,P2_FR
d_Profit Center,PC Group,String,P2_BELUX,P2_DE,P2_FR
d_Profit Center,P&L Domain,String,Sales,Sales,Sales
d_Profit Center,PC Group Nr,Integer,1,2,3
d_Profit Center,System,String,BC,BC,BC
f_FINREP,System,String,BC,BC,BC
f_FINREP,GL Account ID,String,BC|713020,BC|713020,BC|713020
f_FINREP,Country ID,String,BC|910,BC|910,BC|910
f_FINREP,Cost Center ID,String,BC|775,BC|775,BC|775
f_FINREP,Posting Period Seqnr,Integer,24299,24299,24299
f_FINREP,P&L Domain,String,Plant,Plant,Plant
f_FINREP,PC code,String,P3_PROD_MAT,P3_PROD_MAT,P3_PROD_MAT
f_FINREP,#Company Code,Integer,10000,10000,10000
f_FINREP,#AB Indicator ID,String,ACT,ACT,ACT
f_FINREP,Document No,String,P024-05941,P024-05941,P024-05982
f_FINREP,Relation ID,String,,,
f_FINREP,GL Typology,String,6071 | InvCh - Variance WC,6071 | InvCh - Variance WC,6071 | InvCh - Variance WC
f_FINREP,PC Typology,String,PROD_MAT,PROD_MAT,PROD_MAT
f_FINREP,Item,String,,,
f_FINREP,Location Code,String,,,
f_FINREP,Posting Date,DateTime,20/11/2024 00:00:00,20/11/2024 00:00:00,28/11/2024 00:00:00
f_FINREP,Scenario ID,String,ACT2024,ACT2024,ACT2024
f_FINREP,Dim 1 key,String,PRJ005,PRJ005,PRJ004
f_FINREP,Dim 2 key,String,DEP003,DEP003,DEP004
f_FINREP,Dim 3 key,String,LOC001,LOC001,LOC005
f_FINREP,Dim 4 key,String,EMP001,EMP001,EMP005
f_FINREP,Dim 5 key,String,CUST001,CUST001,CUST004
f_FINREP,Dim 6 key,String,PROD001,PROD001,PROD004
f_FINREP,Document Currency,String,USD,USD,USD
f_FINREP,Company Code  Currency,String,EUR,EUR,EUR
f_FINREP,Cash Flow Amount,Double,-12.0,-12.0,-12.0
f_FINREP,CF Line,Unknown,,,
f_FINREP,Amount (company code currency),Double,-12.0,-12.0,-12.0
f_FINREP,Amount (document currency),Double,-12.73608,-12.73608,-12.73608
f_FINREP,BS_PL Slot,String,Report Line 3,Report Line 4,Report Line 3
f_FINREP,BS_PL Line,String,,,
s_Period,Year Nr,Integer,2023,2023,2023
s_Period,Month Nr,Integer,1,2,3
s_Period,End Date,DateTime,31/01/2023 00:00:00,28/02/2023 00:00:00,31/03/2023 00:00:00
s_Period,Start Date,DateTime,01/01/2023 00:00:00,01/02/2023 00:00:00,01/03/2023 00:00:00
s_Period,Quarter Nr,Integer,1,1,1
s_Period,Semester Nr,Integer,1,1,1
s_Period,Year Month Nr (inversed),Integer,-202301,-202302,-202303
s_Period,Year Month Seqnr,Integer,24277,24278,24279
s_Period,Year Quarter Nr,Integer,20231,20231,20231
s_Period,Year Quarter Seqnr,Integer,8093,8093,8093
s_Period,Year Semester Nr,Integer,20231,20231,20231
s_Period,Year Semester Seqnr,Integer,4047,4047,4047
s_Period,Month (MMM),String,JAN,FEB,MAR
s_Period,Month Year (MMMYY),String,JAN 23,FEB 23,MAR 23
s_Period,Month Year (MMMYY) (inversed sort),String,JAN 23,FEB 23,MAR 23
s_Period,Quarter (QQ),String,Q1,Q1,Q1
s_Period,Quarter Year (QQ YY),String,Q1 23,Q1 23,Q1 23
s_Period,Semester (SS),String,S1,S1,S1
s_Period,Semester Year (SS YY),String,S1 23,S1 23,S1 23
s_Period,Year Month Nr,Integer,202301,202302,202303
s_Period,Fiscal Year Nr,Integer,2022,2022,2022
s_Period,Fiscal Month Nr,Integer,7,8,9
s_Period,Fiscal Quarter Nr,Integer,3,3,3
s_Period,Fiscal Semester Nr,Integer,2,2,2
s_Period,Fiscal Year Month Nr,Integer,202207,202208,202209
s_Period,Fiscal Year Month Seqnr,Integer,24271,24272,24273
s_Period,Fiscal Year Quarter Nr,Integer,20223,20223,20223
s_Period,Fiscal Year Semester Nr,Integer,20222,20222,20222
s_Period,PYYE YM Seqnr,Integer,24276,24276,24276
s_Period,Full Month,String,January,February,March
s_Period,Month Initial,String,J,F,M
dfp_Report_BS_PL_Levels 1,dfp_Report_BS_PL_Levels MAN,String,Level.2,Level.3,Level.4
dfp_Report_BS_PL_Levels 1,Level,String,2,3,4
d_System,System,String,NAV,BC,
d_Relation,Country Region,String,BE,BE,BE
d_Relation,Relation Name,String,BANK CARD COMPANY,ABRISO NV,COLRUYT FR. NV
d_Relation,Relation Code,String,S0009,S0017,S0025
d_Relation,Relation Type,String,0,0,0
d_Relation,System,String,NAV,NAV,NAV
d_Relation,Relation ID,String,NAV|S0009,NAV|S0017,NAV|S0025
d_Relation,Relation Full,String,S0009|BANK CARD COMPANY,S0017|ABRISO NV,S0025|COLRUYT FR. NV
d_Scenario,Version,String,FLEX66,FLEX66,ACTUAL
d_Scenario,VersionShort,String,F66,F66,ACT
d_Scenario,Year,Integer,2024,2025,2024
d_Scenario,Version ID,String,F662024,F662025,ACT2024
d_Scenario,VersionYear,String,FLEX66 2024,FLEX66 2025,ACTUAL 2024
d_Scenario,Filter,String,Scenario,Scenario,Scenario
d_Scenario,Exchange Rate Type,String,F66,F66,ACT01
d_Scenario,Display Label,String,F66 2024,F66 2025,ACT 2024
s_Scenario Comparable_Filter,Version,String,ACTUAL CY,ACTUAL PY,ACTUAL 2YA
s_Scenario Comparable_Filter,VersionShort,String,ACT,ACT,ACT
s_Scenario Comparable_Filter,Filter,String,Scenario,Scenario,Scenario
s_Scenario Comparable_Filter,Logic,String,CY,PY,2YA
s_Scenario Comparable_Filter,Exchange Rate Type,String,ACT01,Y-1,Y-2
s_Scenario Comparable_Filter,Label Display,String,ACT CY,ACT PY,ACT 2YA
s_Scenario Comparable_Filter,YearOffset,Integer,0,-1,-2
s_Scenario Comparable_Filter,Display Name Long,String,This Year's Actuals,Last Year's Actuals,Actuals 2 Years Ago 
s_Scenario Comparable_Filter,Display for concat title,String,This Year's Actuals,Last Year's Actuals,Actuals 2 Years Ago 
c_Time Intelligence P&L,Name,String,MTD,QTD,YTD
c_Time Intelligence_LxM & Other,Name,String,HTD,L12M,L3M
s_Switch_Calendar_Fiscal,Selection,String,Fiscal,Calendar,
s_TimeCalc,Selection,String,MTD,QTD,YTD
s_TimeCalc,SortID,Integer,1,2,3
s_TimeCalc2,Selection,String,MTD,QTD,YTD
s_TimeCalc2,SortID,Integer,1,2,3
s_TimeCalc3,Selection,String,MTD,QTD,YTD
s_TimeCalc3,SortID,Integer,1,2,3
d_Currency_From,From currency,String,CNY,RMB,RSD
d_Currency_Report,Order,Integer,-3,-2,-1
d_Currency_Report,To-currency,String,USD,EUR,GBP
d_Currency_Rates,Exchange Rate,Double,1.0,1.0,1.0
d_Currency_Rates,Valid from,DateTime,31/12/2025 00:00:00,31/12/2025 00:00:00,31/12/2025 00:00:00
d_Currency_Rates,To-currency,String,LC,LC,LC
d_Currency_Rates,From currency,String,ARS,RSD,UAH
d_Currency_Rates,Exchange Rate Type,String,ACT01,ACT01,ACT01
d_Currency_Rates,Currency sign,String,LC,LC,LC
s_Scenario Comparable2_Filter,Version,String,ACTUAL CY,ACTUAL PY,ACTUAL 2YA
s_Scenario Comparable2_Filter,VersionShort,String,ACT,ACT,ACT
s_Scenario Comparable2_Filter,Filter,String,Scenario,Scenario,Scenario
s_Scenario Comparable2_Filter,Logic,String,CY,PY,2YA
s_Scenario Comparable2_Filter,Exchange Rate Type,String,ACT01,Y-1,Y-2
s_Scenario Comparable2_Filter,Label Display,String,ACT CY,ACT PY,ACT 2YA
s_Scenario Comparable2_Filter,YearOffset,Integer,0,-1,-2
c_Monthly_vs_Cumulative,Name,String,Base,Cumulative,
Other_InfoColumns,ID,Integer,481,482,486
Other_InfoColumns,Name,String,Company Code|Name,Company Name|Code,Reporting Line
Other_InfoColumns,Table,String,d_Company,d_Company,s_ReportLines
Other_InfoColumns,DataType,String,Text,Text,Text
Other_InfoColumns,DataCategory,String,Regular,Regular,Regular
Other_InfoColumns,Description,String,,,
Other_InfoColumns,IsHidden,Boolean,False,False,False
Other_InfoColumns,IsUnique,Boolean,False,False,False
Other_InfoColumns,IsKey,Boolean,False,False,False
Other_InfoColumns,IsNullable,Boolean,True,True,True
Other_InfoColumns,Alignment,String,Default,Default,Default
Other_InfoColumns,SummarizeBy,String,None,None,None
Other_InfoColumns,ColumnStorage,String,,,
Other_InfoColumns,Type,String,Data,Data,Data
Other_InfoColumns,SourceColumn,String,Company Code|Name,Company Name|Code,Reporting Line
Other_InfoColumns,Expression,String,,,
Other_InfoColumns,FormatString,String,,,
Other_InfoColumns,IsAvailableInMDX,Boolean,True,True,True
Other_InfoColumns,SortByColumn,String,,,
Other_InfoColumns,GroupingBehavior,String,GroupOnValue,GroupOnValue,GroupOnValue
Other_InfoColumns,SourceProviderType,String,,,
Other_InfoColumns,DisplayFolder,String,,,
Other_InfoColumns,AlternateOf,String,,,
Other_InfoColumns,LineageTag,String,cc8a5e1a-3869-4f5d-9538-8d3b71b45c65,c498b5a8-6f9c-422c-9003-9b64086bef91,d7438a86-5f58-4c3c-b40f-42c3a525e428
Other_InfoMeasures,TableID,Integer,1319,1320,1322
Other_InfoMeasures,TableName,String,PL-AMT-TC0 Reported,PL-AMT-TC1-Scenario,BAL-AMT- Current Month
Other_InfoMeasures,Table,String,m_Measures,m_Measures,m_Measures
Other_InfoMeasures,Desc,String,,,
Other_InfoMeasures,Expression,String,[PL-AMT-BASE Scenario],"VAR datesel = SELECTEDVALUE( s_Switch_Calendar_Fiscal[Selection], ""Calendar"" )
VAR timecalc = SELECTEDVALUE( s_TimeCalc[Selection] )

-- Precompute once (both Calendar and Fiscal, cheap)
VAR LastYM_C = MAX( s_Period[Year Month Seqnr] )
VAR LastYM_F = MAX( s_Period[Fiscal Year Month Seqnr] )
VAR LastQ_C  = MAX( s_Period[Year Quarter Nr] )
VAR LastQ_F  = MAX( s_Period[Fiscal Year Quarter Nr] )
VAR MaxY_C   = MAX( s_Period[Year Nr] )
VAR MaxY_F   = MAX( s_Period[Fiscal Year Nr] )
VAR MaxM_C   = MAX( s_Period[Month Nr] )
VAR MaxM_F   = MAX( s_Period[Fiscal Month Nr] )

RETURN
SWITCH(
    TRUE(),
    
    ------------------------------------------------
    -- Calendar logic
    datesel = ""Calendar"",
        SWITCH(
            TRUE(),
            timecalc = ""MTD"", CALCULATE( [PL-AMT-TC0 Reported], d_Period[Year Month Seqnr] = LastYM_C ),
            timecalc = ""QTD"", CALCULATE( [PL-AMT-TC0 Reported], d_Period[Year Month Seqnr] <= LastYM_C && d_Period[Year Quarter Nr] = LastQ_C ),
            timecalc = ""YTD"", CALCULATE( [PL-AMT-TC0 Reported], d_Period[Year Nr] = MaxY_C && d_Period[Month Nr] <= MaxM_C ),
            timecalc = ""YTG"", CALCULATE( [PL-AMT-TC0 Reported], d_Period[Year Month Seqnr] > LastYM_C && d_Period[Year Nr] = MaxY_C ),
            timecalc = ""FY"",  CALCULATE( [PL-AMT-TC0 Reported], d_Period[Year Nr] = MaxY_C ),
            timecalc = ""Q1"",  CALCULATE( [PL-AMT-TC0 Reported], d_Period[Year Nr] = MaxY_C && d_Period[Quarter Nr] = 1 ),
            timecalc = ""Q2"",  CALCULATE( [PL-AMT-TC0 Reported], d_Period[Year Nr] = MaxY_C && d_Period[Quarter Nr] = 2 ),
            timecalc = ""Q3"",  CALCULATE( [PL-AMT-TC0 Reported], d_Period[Year Nr] = MaxY_C && d_Period[Quarter Nr] = 3 ),
            timecalc = ""Q4"",  CALCULATE( [PL-AMT-TC0 Reported], d_Period[Year Nr] = MaxY_C && d_Period[Quarter Nr] = 4 ),
            BLANK()
        ),

    ------------------------------------------------
    -- Fiscal logic
    datesel = ""Fiscal"",
        SWITCH(
            TRUE(),
            timecalc = ""MTD"", CALCULATE( [PL-AMT-TC0 Reported], d_Period[Fiscal Year Month Seqnr] = LastYM_F ),
            timecalc = ""QTD"", CALCULATE( [PL-AMT-TC0 Reported], d_Period[Fiscal Year Month Seqnr] <= LastYM_F && d_Period[Fiscal Year Quarter Nr] = LastQ_F ),
            timecalc = ""YTD"", CALCULATE( [PL-AMT-TC0 Reported], d_Period[Fiscal Year Nr] = MaxY_F && d_Period[Fiscal Month Nr] <= MaxM_F ),
            timecalc = ""YTG"", CALCULATE( [PL-AMT-TC0 Reported], d_Period[Fiscal Year Month Seqnr] > LastYM_F && d_Period[Fiscal Year Nr] = MaxY_F ),
            timecalc = ""FY"",  CALCULATE( [PL-AMT-TC0 Reported], d_Period[Fiscal Year Nr] = MaxY_F ),
            timecalc = ""Q1"",  CALCULATE( [PL-AMT-TC0 Reported], d_Period[Fiscal Year Nr] = MaxY_F && d_Period[Fiscal Quarter Nr] = 1 ),
            timecalc = ""Q2"",  CALCULATE( [PL-AMT-TC0 Reported], d_Period[Fiscal Year Nr] = MaxY_F && d_Period[Fiscal Quarter Nr] = 2 ),
            timecalc = ""Q3"",  CALCULATE( [PL-AMT-TC0 Reported], d_Period[Fiscal Year Nr] = MaxY_F && d_Period[Fiscal Quarter Nr] = 3 ),
            timecalc = ""Q4"",  CALCULATE( [PL-AMT-TC0 Reported], d_Period[Fiscal Year Nr] = MaxY_F && d_Period[Fiscal Quarter Nr] = 4 ),
            BLANK()
        ),

    BLANK()
)","


VAR vNominatorline = SELECTEDVALUE( s_ReportLines[Nominator element] )
VAR vNominator_element =
    CALCULATETABLE(
        VALUES('s_Formulas Combined'[Formula Element] ),
        's_Formulas Combined'[Formula Header] = vNominatorline
    )
VAR vDenominatorline = SELECTEDVALUE( s_ReportLines[Denominator] )
VAR vDenominator_element =
    CALCULATETABLE(
        VALUES('s_Formulas Combined'[Formula Element] ),
        's_Formulas Combined'[Formula Header] = vDenominatorline
    )
VAR vNominator = CALCULATE( [BAL-AMT- prep Current Month], TREATAS( vNominator_element, 'd_BS_PL_CF'[Line] ) )
VAR vDenominator =
    IF(
        ISBLANK( vDenominatorline ),
        1,
        CALCULATE( [BAL-AMT- prep Current Month], TREATAS( vDenominator_element, 'd_BS_PL_CF'[Line] ) )
    )
VAR vResult = DIVIDE( vNominator, vDenominator )


RETURN
vResult

"
Other_InfoMeasures,FormatString,String,"VAR vLineformat = SELECTEDVALUE(s_ReportLines[Number Format])
VAR vScale =  SELECTEDVALUE(s_Scale2[Nr])
VAR vDecimal =  SELECTEDVALUE(s_Decimal2[Nr])
VAR vDecimalPct =  SELECTEDVALUE(s_Decimalpct2[Nr])
VAR vResult = CALCULATE(SELECTEDVALUE(s_Format2[Format]),
s_Format2[Line Format] = vLineformat,
s_Format2[Scale] = vScale, 
s_Format2[Decimal] = vDecimal,
s_Format2[Decimal Pct] = vDecimalPct)
RETURN
vResult","VAR vLineformat = SELECTEDVALUE(s_ReportLines[Number Format])
VAR vScale =  SELECTEDVALUE(s_Scale2[Nr])
VAR vDecimal =  SELECTEDVALUE(s_Decimal2[Nr])
VAR vDecimalPct =  SELECTEDVALUE(s_Decimalpct2[Nr])
VAR vResult = CALCULATE(SELECTEDVALUE(s_Format2[Format]),
s_Format2[Line Format] = vLineformat,
s_Format2[Scale] = vScale, 
s_Format2[Decimal] = vDecimal,
s_Format2[Decimal Pct] = vDecimalPct)
RETURN
vResult","VAR vLineformat = SELECTEDVALUE(s_ReportLines[Number Format])
VAR vScale =  SELECTEDVALUE(s_Scale2[Nr])
VAR vDecimal =  SELECTEDVALUE(s_Decimal2[Nr])
VAR vDecimalPct =  SELECTEDVALUE(s_Decimalpct2[Nr])
VAR vResult = CALCULATE(SELECTEDVALUE(s_Format2[Format]),
s_Format2[Line Format] = vLineformat,
s_Format2[Scale] = vScale, 
s_Format2[Decimal] = vDecimal,
s_Format2[Decimal Pct] = vDecimalPct)
RETURN
vResult"
Other_InfoMeasures,IsHidden,Boolean,False,False,False
Other_InfoMeasures,State,String,Valid,Valid,Valid
Other_InfoMeasures,KPIID,Integer,,,
Other_InfoMeasures,IsSimpleMeasure,Boolean,False,False,False
Other_InfoMeasures,DisplayFolder,String,Financial Model\1.2 Profit & Loss\1.2.1 P&L Base,Financial Model\1.2 Profit & Loss\1.2.2 s_time calc\TC1- Base Measures,Financial Model\1.3 Base measures Balance Sheet
Other_InfoMeasures,DetailRowsDefinition,String,,,
Other_InfoMeasures,DataCategory,String,,,
Other_InfoMeasures,LineageTag,String,e75d7a32-453f-4797-9acd-1c9c768bf07f,8f65981c-03d2-4ea5-be1a-e1633aaec471,76f8e9b1-de24-4dde-a2eb-7d400b1398e3
Other_InfoRelations,ID,Integer,343,431,429
Other_InfoRelations,Name,String,a27f64ca-eaa3-49d2-aea3-0f67ba4d614f,7ad33f9f-ed81-72d3-ca0b-3597e731532d,380b48aa-6f84-052e-5f07-fdcfa45bafa8
Other_InfoRelations,Relationship,String,'SelectedLevels'[Level] *[<-]1 's_LevelSelection'[Level],'d_CostCenter'[CC DOMAIN] *[<-]* 'r_RLS_Cost Center'[CC DOMAIN],'d_Country'[Country ID] *[<-]* 'r_RLS_Country'[Country ID]
Other_InfoRelations,Model,String,d0097517-9c47-487c-854e-0e9fee5b2f50,d0097517-9c47-487c-854e-0e9fee5b2f50,d0097517-9c47-487c-854e-0e9fee5b2f50
Other_InfoRelations,IsActive,Boolean,True,True,True
Other_InfoRelations,CrossFilteringBehavior,String,OneDirection,OneDirection,OneDirection
Other_InfoRelations,RelyOnReferentialIntegrity,Boolean,False,False,False
